Id;y1;y2;y3;y4;y5
3289;96.9;79.8;0.0;74;100.0
3290;94.6;90.2;0.0;36;0.0
3291;89.7;90.0;0.0;50;100.0
3292;82.4;94.0;0.0;74;100.0
3293;79.9;93.6;0.0;28;100.0
3294;79.7;80.1;0.0;56;0.0
3295;87.7;133.7;0.0;48;100.0
3296;98.4;143.5;0.0;50;100.0
3297;96.0;119.5;0.0;48;100.0
3298;97.7;120.5;0.0;34;100.0
3299;96.8;118.3;0.0;60;100.0
3300;93.4;106.8;0.0;68;0.0
3301;106.6;100.1;0.0;38;100.0
3302;113.3;148.6;0.0;64;100.0
3303;111.7;157.1;0.0;78;100.0
3304;112.4;155.0;0.0;36;0.0
3305;94.4;153.3;0.0;58;100.0
3306;80.1;139.6;0.0;48;100.0
3307;78.8;144.5;0.0;50;100.0
3308;82.1;121.0;0.0;68;100.0
3309;81.0;101.9;0.0;36;0.0
3310;79.3;102.1;0.0;48;100.0
3311;81.8;101.7;0.0;72;0.0
3312;82.1;99.8;0.0;40;100.0
3313;78.1;101.7;0.0;60;100.0
3314;79.9;94.6;0.0;32;0.0
3315;81.3;94.8;0.0;54;100.0
3316;80.5;92.7;0.0;60;0.0
3317;79.5;106.1;0.0;36;100.0
3318;85.0;106.9;0.0;66;100.0
3319;93.3;90.6;0.0;68;100.0
3320;99.7;133.2;0.0;26;100.0
3321;99.6;155.0;0.0;54;100.0
3322;95.9;136.9;0.0;66;0.0
3323;98.2;152.6;0.0;26;100.0
3324;98.9;114.0;0.0;54;100.0
3325;97.3;129.0;0.0;62;100.0
3326;102.6;135.9;0.0;38;0.0
3327;99.4;122.3;0.0;64;100.0
3328;98.6;137.1;0.0;70;100.0
3329;96.4;121.0;0.0;30;100.0
3330;93.4;141.2;0.0;60;0.0
3331;108.5;113.3;0.0;48;100.0
3332;125.7;116.0;0.0;52;100.0
3333;105.8;120.0;0.0;60;100.0
3334;98.2;129.1;0.0;42;0.0
3335;101.1;137.3;0.0;66;100.0
3336;98.9;138.9;0.0;74;100.0
3337;102.3;145.3;0.0;34;0.0
3338;106.0;176.1;0.0;42;100.0
3339;108.7;193.9;0.0;74;100.0
3340;110.1;237.4;0.0;38;100.0
3341;126.6;254.6;0.0;50;100.0
3342;151.0;298.6;0.0;58;200.0
3343;202.3;325.3;0.0;52;400.0
3344;221.3;388.0;0.0;66;500.0
3345;227.0;436.3;0.0;106;400.0
3346;230.7;476.6;0.0;92;500.0
3347;225.8;469.0;0.0;48;500.0
3348;232.3;453.6;0.0;96;500.0
3349;226.2;460.8;0.0;78;400.0
3350;222.0;449.3;0.0;68;500.0
3351;206.2;408.5;0.0;110;500.0
3352;201.3;424.4;0.0;102;400.0
3353;187.1;344.9;0.0;34;400.0
3354;166.7;255.7;0.0;50;200.0
3355;164.7;233.3;0.0;70;300.0
3356;137.3;190.1;0.0;40;300.0
3357;123.7;158.5;0.0;60;300.0
3358;119.1;109.5;0.0;74;300.0
3359;116.0;110.2;0.0;38;300.0
3360;116.5;112.4;0.0;54;300.0
3361;113.2;129.8;0.0;78;300.0
3362;118.5;145.2;0.0;34;200.0
3363;118.9;153.8;0.0;72;300.0
3364;116.7;158.8;0.0;70;300.0
3365;126.0;189.0;0.0;36;300.0
3366;162.5;270.3;0.0;70;500.0
3367;201.9;354.0;0.0;56;500.0
3368;217.9;448.9;0.0;84;400.0
3369;225.7;460.9;0.0;58;600.0
3370;227.3;379.4;0.0;84;500.0
3371;228.6;417.8;0.0;58;500.0
3372;227.4;361.3;0.0;94;600.0
3373;228.1;410.6;0.0;110;500.0
3374;218.8;425.1;0.0;32;500.0
3375;205.5;389.3;0.0;104;500.0
3376;202.3;397.9;0.0;78;400.0
3377;181.5;331.9;0.0;82;400.0
3378;168.1;265.3;0.0;40;300.0
3379;156.5;236.0;0.0;68;200.0
3380;135.6;199.0;0.0;60;300.0
3381;116.7;157.7;0.0;42;200.0
3382;110.1;109.8;0.0;54;100.0
3383;108.3;114.1;0.0;58;200.0
3384;107.2;110.6;0.0;48;200.0
3385;105.4;129.0;0.0;62;100.0
3386;107.3;141.2;0.0;34;100.0
3387;110.0;155.6;0.0;68;200.0
3388;109.0;171.9;0.0;68;200.0
3389;117.2;207.0;0.0;28;300.0
3390;144.8;241.6;0.0;70;400.0
3391;184.4;297.1;0.0;70;500.0
3392;216.5;367.2;0.0;86;600.0
3393;221.0;385.7;0.0;52;600.0
3394;218.1;381.1;0.0;84;600.0
3395;215.0;394.9;0.0;102;600.0
3396;218.4;362.9;0.0;66;600.0
3397;208.2;391.9;0.0;92;500.0
3398;197.2;380.0;0.0;98;600.0
3399;191.9;381.6;0.0;90;500.0
3400;191.1;345.9;0.0;98;400.0
3401;172.5;317.4;0.0;94;400.0
3402;145.1;228.6;0.0;42;300.0
3403;133.7;206.1;0.0;68;300.0
3404;120.4;209.9;0.0;36;200.0
3405;90.8;163.8;0.0;64;300.0
3406;84.2;133.6;0.0;44;100.0
3407;81.9;122.5;0.0;62;200.0
3408;84.5;124.4;0.0;62;200.0
3409;83.6;138.0;0.0;46;200.0
3410;84.6;161.7;0.0;52;200.0
3411;85.2;169.9;0.0;64;200.0
3412;94.5;176.0;0.0;38;200.0
3413;108.9;208.2;0.0;56;300.0
3414;137.6;208.1;0.0;64;400.0
3415;186.0;285.5;0.0;48;600.0
3416;216.5;361.8;0.0;76;500.0
3417;216.7;390.6;0.0;86;600.0
3418;219.1;395.6;0.0;116;500.0
3419;224.8;382.4;0.0;92;600.0
3420;218.7;347.6;0.0;88;500.0
3421;214.9;348.0;0.0;110;500.0
3422;201.5;330.5;0.0;116;500.0
3423;192.3;325.8;0.0;96;400.0
3424;190.7;337.5;0.0;92;500.0
3425;165.9;299.5;0.0;78;400.0
3426;146.9;263.5;0.0;40;300.0
3427;133.4;229.3;0.0;54;300.0
3428;118.6;182.4;0.0;58;300.0
3429;88.8;153.7;0.0;50;200.0
3430;84.3;129.5;0.0;62;200.0
3431;82.3;121.3;0.0;44;300.0
3432;79.4;116.2;0.0;62;200.0
3433;95.9;116.6;0.0;70;200.0
3434;86.6;135.6;0.0;30;200.0
3435;79.5;143.4;0.0;50;300.0
3436;84.2;149.0;0.0;56;200.0
3437;100.4;178.4;0.0;40;300.0
3438;138.9;237.7;0.0;72;400.0
3439;181.2;268.1;0.0;86;500.0
3440;207.3;350.8;0.0;40;600.0
3441;214.9;391.9;0.0;100;400.0
3442;217.8;368.4;0.0;68;500.0
3443;215.7;397.5;0.0;98;400.0
3444;218.3;350.2;0.0;110;500.0
3445;219.6;367.2;0.0;92;500.0
3446;210.3;353.2;0.0;74;300.0
3447;199.7;366.6;0.0;80;300.0
3448;201.9;374.3;0.0;72;300.0
3449;177.9;291.6;0.0;98;200.0
3450;156.1;207.3;0.0;42;200.0
3451;136.7;167.1;0.0;56;100.0
3452;122.9;177.4;0.0;44;200.0
3453;126.0;147.0;0.0;68;100.0
3454;95.3;104.8;0.0;42;100.0
3455;75.9;108.3;0.0;66;100.0
3456;77.2;94.2;0.0;64;100.0
3457;75.3;102.3;0.0;46;100.0
3458;75.2;90.8;0.0;46;0.0
3459;73.9;92.9;0.0;44;100.0
3460;75.6;95.0;0.0;62;100.0
3461;77.3;93.2;0.0;50;100.0
3462;80.4;114.2;0.0;42;200.0
3463;78.8;108.1;0.0;60;100.0
3464;79.3;146.0;0.0;52;200.0
3465;80.6;156.9;0.0;76;100.0
3466;78.2;124.6;0.0;54;100.0
3467;77.2;126.4;0.0;82;200.0
3468;78.5;131.5;0.0;42;100.0
3469;76.3;116.0;0.0;74;200.0
3470;76.9;152.1;0.0;34;100.0
3471;78.2;141.3;0.0;72;100.0
3472;78.5;150.0;0.0;82;200.0
3473;75.7;149.7;0.0;40;100.0
3474;71.4;113.4;0.0;84;200.0
3475;72.8;149.8;0.0;40;100.0
3476;74.6;113.1;0.0;38;100.0
3477;73.3;104.9;0.0;56;200.0
3478;69.8;102.7;0.0;60;100.0
3479;70.5;104.7;0.0;42;0.0
3480;73.2;95.1;0.0;60;100.0
3481;74.5;97.3;0.0;64;100.0
3482;76.9;90.1;0.0;30;100.0
3483;71.2;96.3;0.0;50;100.0
3484;73.2;97.0;0.0;62;100.0
3485;74.8;92.5;0.0;38;100.0
3486;78.5;101.2;0.0;58;200.0
3487;80.4;104.7;0.0;50;100.0
3488;75.7;109.5;0.0;40;100.0
3489;75.9;109.5;0.0;64;100.0
3490;77.5;110.5;0.0;66;100.0
3491;74.2;98.3;0.0;44;200.0
3492;76.4;123.4;0.0;66;100.0
3493;78.0;116.3;0.0;64;100.0
3494;75.5;119.2;0.0;48;200.0
3495;75.4;104.3;0.0;76;100.0
3496;78.8;105.2;0.0;50;100.0
3497;73.2;117.2;0.0;64;200.0
3498;70.9;126.7;0.0;80;100.0
3499;73.8;117.0;0.0;42;100.0
3500;71.7;107.3;0.0;50;100.0
3501;70.8;95.8;0.0;52;100.0
3502;72.1;120.9;0.0;60;100.0
3503;69.9;125.0;0.0;70;100.0
3504;72.7;122.3;0.0;44;100.0
3505;84.9;123.8;0.0;62;100.0
3506;84.0;140.8;0.0;58;100.0
3507;78.7;179.1;0.0;50;100.0
3508;82.4;230.3;0.0;70;100.0
3509;96.2;257.9;0.0;58;100.0
3510;125.1;275.0;0.0;64;200.0
3511;173.1;306.0;0.0;70;400.0
3512;185.6;390.8;0.0;58;300.0
3513;189.4;418.5;0.0;108;400.0
3514;204.9;413.5;0.0;118;300.0
3515;197.3;390.6;0.0;70;400.0
3516;195.2;377.6;0.0;128;200.0
3517;191.8;362.0;0.0;136;200.0
3518;182.6;327.8;0.0;150;200.0
3519;166.0;329.3;0.0;128;300.0
3520;168.2;332.5;0.0;150;100.0
3521;146.0;289.2;0.0;134;200.0
3522;128.9;243.3;0.0;114;100.0
3523;124.7;213.9;0.0;46;100.0
3524;115.1;170.7;0.0;72;100.0
3525;103.8;142.4;0.0;44;100.0
3526;82.4;116.5;0.0;86;100.0
3527;82.7;106.8;0.0;72;0.0
3528;77.9;100.2;0.0;50;100.0
3529;78.2;100.3;0.0;62;100.0
3530;80.8;104.3;0.0;38;100.0
3531;82.6;120.4;0.0;68;100.0
3532;81.7;129.4;0.0;74;0.0
3533;93.4;133.9;0.0;42;200.0
3534;131.8;181.7;0.0;70;200.0
3535;165.8;255.5;0.0;74;200.0
3536;189.2;348.7;0.0;80;200.0
3537;189.3;375.5;0.0;140;300.0
3538;196.6;364.0;0.0;160;200.0
3539;200.2;357.7;0.0;74;200.0
3540;196.7;347.8;0.0;124;200.0
3541;199.0;346.2;0.0;138;300.0
3542;194.1;333.3;0.0;84;200.0
3543;186.5;322.0;0.0;118;100.0
3544;174.3;327.8;0.0;156;200.0
3545;160.9;288.2;0.0;92;200.0
3546;140.8;226.4;0.0;102;100.0
3547;113.9;202.9;0.0;54;100.0
3548;100.1;158.5;0.0;54;100.0
3549;97.7;127.5;0.0;84;100.0
3550;99.2;90.4;0.0;82;0.0
3551;99.8;89.7;0.0;52;100.0
3552;88.9;92.1;0.0;66;100.0
3553;88.0;82.2;0.0;72;100.0
3554;89.6;95.3;0.0;50;0.0
3555;90.6;108.3;0.0;64;100.0
3556;90.8;100.7;0.0;68;100.0
3557;94.9;112.9;0.0;76;100.0
3558;131.3;168.7;0.0;50;200.0
3559;172.0;255.2;0.0;118;200.0
3560;188.2;326.9;0.0;80;200.0
3561;184.2;368.3;0.0;122;300.0
3562;190.4;345.9;0.0;126;200.0
3563;186.6;341.1;0.0;58;200.0
3564;186.8;331.3;0.0;110;200.0
3565;181.4;348.3;0.0;110;200.0
3566;190.5;337.7;0.0;98;200.0
3567;173.1;326.6;0.0;156;200.0
3568;179.8;320.4;0.0;142;100.0
3569;161.7;275.6;0.0;102;200.0
3570;138.0;228.3;0.0;48;100.0
3571;129.5;212.0;0.0;92;100.0
3572;116.5;159.0;0.0;66;100.0
3573;80.8;137.7;0.0;54;100.0
3574;76.3;139.8;0.0;92;100.0
3575;68.4;115.7;0.0;90;0.0
3576;67.5;86.5;0.0;66;100.0
3577;70.4;86.7;0.0;74;100.0
3578;67.3;87.9;0.0;72;0.0
3579;67.4;100.3;0.0;50;100.0
3580;70.0;101.9;0.0;80;100.0
3581;85.1;108.8;0.0;84;100.0
3582;119.7;168.3;0.0;94;200.0
3583;164.5;255.6;0.0;118;200.0
3584;186.3;327.3;0.0;74;200.0
3585;178.8;345.6;0.0;128;300.0
3586;172.8;315.8;0.0;140;200.0
3587;192.5;347.8;0.0;160;300.0
3588;188.6;278.6;0.0;106;200.0
3589;181.4;334.4;0.0;104;200.0
3590;189.5;330.3;0.0;168;200.0
3591;178.7;322.0;0.0;138;200.0
3592;180.1;323.4;0.0;134;200.0
3593;157.6;283.9;0.0;142;200.0
3594;132.6;233.2;0.0;124;100.0
3595;124.2;212.5;0.0;52;100.0
3596;108.1;169.4;0.0;96;100.0
3597;77.9;140.4;0.0;82;100.0
3598;75.8;133.4;0.0;56;100.0
3599;74.2;96.2;0.0;92;100.0
3600;70.8;89.4;0.0;78;100.0
3601;73.3;84.2;0.0;62;0.0
3602;72.8;92.6;0.0;86;100.0
3603;69.7;100.8;0.0;46;100.0
3604;72.9;102.6;0.0;80;100.0
3605;91.5;118.7;0.0;88;200.0
3606;123.6;183.2;0.0;48;200.0
3607;176.9;258.8;0.0;104;200.0
3608;192.6;331.8;0.0;98;300.0
3609;191.9;335.9;0.0;92;300.0
3610;209.2;355.8;0.0;128;300.0
3611;207.9;357.7;0.0;144;200.0
3612;192.9;298.4;0.0;134;300.0
3613;187.8;319.7;0.0;154;200.0
3614;186.2;328.6;0.0;96;300.0
3615;176.7;324.4;0.0;178;200.0
3616;172.7;311.2;0.0;186;200.0
3617;151.8;268.2;0.0;80;200.0
3618;129.0;229.1;0.0;114;100.0
3619;116.3;187.4;0.0;94;200.0
3620;101.2;147.0;0.0;46;100.0
3621;75.0;118.5;0.0;70;100.0
3622;69.9;117.7;0.0;90;100.0
3623;66.5;122.5;0.0;52;0.0
3624;66.3;78.1;0.0;84;100.0
3625;65.5;73.3;0.0;50;100.0
3626;65.2;74.0;0.0;76;100.0
3627;66.2;71.0;0.0;84;100.0
3628;66.7;73.0;0.0;50;100.0
3629;66.2;80.7;0.0;72;100.0
3630;73.9;100.3;0.0;64;100.0
3631;76.9;105.9;0.0;60;100.0
3632;70.0;134.4;0.0;92;100.0
3633;70.6;151.4;0.0;110;100.0
3634;71.4;130.0;0.0;50;100.0
3635;70.9;137.8;0.0;62;100.0
3636;70.9;141.4;0.0;110;100.0
3637;70.9;131.2;0.0;50;100.0
3638;69.8;144.2;0.0;82;100.0
3639;70.6;129.2;0.0;90;100.0
3640;72.4;132.2;0.0;70;100.0
3641;68.0;134.7;0.0;88;100.0
3642;69.2;126.9;0.0;50;100.0
3643;71.9;120.4;0.0;78;100.0
3644;68.4;97.5;0.0;72;200.0
3645;70.5;87.1;0.0;46;100.0
3646;69.7;90.2;0.0;60;0.0
3647;68.2;86.5;0.0;50;100.0
3648;70.2;84.5;0.0;70;100.0
3649;69.1;84.4;0.0;72;100.0
3650;67.2;81.5;0.0;38;0.0
3651;69.7;77.3;0.0;66;100.0
3652;69.4;82.4;0.0;74;100.0
3653;67.8;81.0;0.0;42;100.0
3654;69.2;90.2;0.0;58;100.0
3655;70.9;99.5;0.0;66;100.0
3656;77.1;120.2;0.0;48;100.0
3657;81.9;125.2;0.0;102;100.0
3658;82.2;104.7;0.0;106;100.0
3659;71.6;125.7;0.0;36;100.0
3660;71.7;101.0;0.0;78;100.0
3661;69.9;97.2;0.0;84;100.0
3662;69.3;125.9;0.0;60;100.0
3663;70.8;118.4;0.0;114;100.0
3664;71.8;101.1;0.0;52;100.0
3665;67.4;101.7;0.0;64;100.0
3666;65.6;107.3;0.0;74;100.0
3667;68.9;96.6;0.0;54;100.0
3668;67.0;93.3;0.0;64;100.0
3669;66.1;84.0;0.0;66;100.0
3670;67.8;91.5;0.0;62;100.0
3671;67.3;100.7;0.0;78;100.0
3672;67.1;94.4;0.0;62;0.0
3673;70.4;106.3;0.0;74;100.0
3674;79.0;109.3;0.0;64;100.0
3675;75.0;131.4;0.0;86;0.0
3676;76.7;161.8;0.0;110;100.0
3677;93.9;191.9;0.0;40;100.0
3678;124.6;226.6;0.0;80;200.0
3679;163.5;255.4;0.0;128;200.0
3680;182.6;317.9;0.0;108;300.0
3681;178.2;343.3;0.0;84;200.0
3682;173.7;328.9;0.0;132;200.0
3683;173.5;337.7;0.0;98;200.0
3684;178.0;321.4;0.0;142;200.0
3685;188.7;330.8;0.0;142;200.0
3686;184.4;323.2;0.0;94;200.0
3687;176.7;320.5;0.0;154;100.0
3688;166.2;330.3;0.0;156;200.0
3689;139.9;277.6;0.0;98;100.0
3690;118.1;223.5;0.0;76;100.0
3691;110.1;221.0;0.0;46;100.0
3692;97.1;170.9;0.0;70;200.0
3693;97.0;143.2;0.0;90;0.0
3694;92.1;126.8;0.0;48;100.0
3695;87.4;98.6;0.0;90;100.0
3696;85.6;97.5;0.0;82;100.0
3697;87.5;93.8;0.0;50;0.0
3698;84.9;98.1;0.0;64;100.0
3699;84.0;106.6;0.0;66;100.0
3700;86.6;110.9;0.0;70;0.0
3701;99.1;115.6;0.0;76;200.0
3702;126.7;176.2;0.0;94;100.0
3703;172.7;253.0;0.0;116;200.0
3704;196.1;317.4;0.0;84;100.0
3705;193.3;342.3;0.0;98;200.0
3706;193.1;330.5;0.0;104;300.0
3707;191.8;339.6;0.0;100;100.0
3708;192.4;316.0;0.0;150;200.0
3709;196.7;326.5;0.0;146;200.0
3710;182.6;322.3;0.0;128;200.0
3711;174.4;304.6;0.0;156;200.0
3712;174.6;320.7;0.0;132;200.0
3713;169.5;279.8;0.0;96;200.0
3714;153.6;247.1;0.0;82;100.0
3715;144.4;205.7;0.0;60;100.0
3716;128.9;160.3;0.0;62;100.0
3717;84.1;139.3;0.0;94;100.0
3718;85.1;118.3;0.0;52;100.0
3719;77.9;101.1;0.0;82;100.0
3720;71.4;89.4;0.0;70;100.0
3721;74.6;94.1;0.0;60;100.0
3722;71.7;88.3;0.0;58;0.0
3723;71.4;94.3;0.0;54;100.0
3724;74.2;105.7;0.0;72;100.0
3725;86.9;107.5;0.0;60;200.0
3726;129.8;169.5;0.0;94;200.0
3727;178.7;272.2;0.0;100;200.0
3728;193.0;304.7;0.0;68;300.0
3729;190.1;354.7;0.0;120;200.0
3730;193.9;350.3;0.0;104;300.0
3731;199.9;341.0;0.0;80;300.0
3732;201.2;329.9;0.0;144;300.0
3733;203.5;350.5;0.0;142;300.0
3734;194.7;324.6;0.0;112;200.0
3735;186.2;324.9;0.0;148;300.0
3736;185.4;303.1;0.0;116;200.0
3737;165.8;299.5;0.0;74;200.0
3738;142.9;235.9;0.0;72;100.0
3739;127.9;210.4;0.0;68;200.0
3740;113.6;189.6;0.0;40;100.0
3741;107.2;149.7;0.0;90;100.0
3742;90.1;107.9;0.0;78;100.0
3743;77.0;89.8;0.0;48;100.0
3744;75.7;89.0;0.0;86;100.0
3745;79.0;82.4;0.0;68;100.0
3746;76.6;85.6;0.0;44;100.0
3747;74.9;88.9;0.0;76;100.0
3748;78.5;100.8;0.0;68;100.0
3749;93.4;111.7;0.0;46;200.0
3750;132.2;171.0;0.0;80;200.0
3751;178.4;261.5;0.0;64;300.0
3752;192.1;334.9;0.0;112;300.0
3753;193.7;364.6;0.0;136;300.0
3754;198.3;339.8;0.0;146;400.0
3755;201.8;328.0;0.0;56;300.0
3756;202.3;326.8;0.0;132;200.0
3757;203.0;355.1;0.0;94;300.0
3758;200.9;346.7;0.0;96;200.0
3759;190.8;336.9;0.0;138;200.0
3760;189.7;325.1;0.0;114;200.0
3761;160.9;300.8;0.0;102;200.0
3762;138.4;253.5;0.0;50;100.0
3763;126.5;224.5;0.0;104;100.0
3764;111.2;163.4;0.0;98;100.0
3765;104.4;141.3;0.0;56;100.0
3766;79.2;131.8;0.0;66;100.0
3767;83.7;102.9;0.0;94;0.0
3768;88.7;86.9;0.0;52;100.0
3769;89.3;85.5;0.0;72;100.0
3770;88.5;108.3;0.0;48;100.0
3771;73.4;108.1;0.0;88;100.0
3772;74.3;97.6;0.0;86;0.0
3773;91.8;115.6;0.0;44;200.0
3774;125.9;165.9;0.0;96;100.0
3775;179.4;255.1;0.0;110;200.0
3776;197.5;314.5;0.0;84;300.0
3777;194.7;331.4;0.0;156;200.0
3778;199.4;296.2;0.0;172;200.0
3779;198.0;285.6;0.0;156;300.0
3780;196.7;301.5;0.0;140;200.0
3781;197.0;333.9;0.0;160;200.0
3782;188.6;311.0;0.0;110;200.0
3783;181.7;312.6;0.0;184;200.0
3784;183.9;289.2;0.0;176;200.0
3785;158.6;261.5;0.0;88;100.0
3786;135.8;225.6;0.0;96;200.0
3787;108.2;193.7;0.0;64;100.0
3788;81.6;147.6;0.0;84;100.0
3789;82.5;123.4;0.0;104;100.0
3790;82.8;129.9;0.0;54;0.0
3791;79.7;133.8;0.0;94;100.0
3792;75.8;96.9;0.0;90;100.0
3793;73.7;74.0;0.0;48;100.0
3794;73.9;79.0;0.0;52;0.0
3795;73.2;76.0;0.0;48;100.0
3796;72.0;79.8;0.0;76;100.0
3797;73.8;79.4;0.0;68;100.0
3798;72.5;99.1;0.0;52;100.0
3799;78.6;111.1;0.0;94;100.0
3800;88.2;132.6;0.0;86;100.0
3801;85.2;120.0;0.0;64;100.0
3802;84.6;100.9;0.0;96;200.0
3803;87.1;101.1;0.0;104;100.0
3804;83.5;152.1;0.0;58;100.0
3805;84.4;141.3;0.0;106;100.0
3806;85.1;132.9;0.0;106;100.0
3807;86.9;128.5;0.0;72;100.0
3808;84.8;128.5;0.0;118;100.0
3809;80.5;130.3;0.0;118;100.0
3810;77.9;131.5;0.0;58;100.0
3811;77.9;126.7;0.0;108;100.0
3812;80.6;99.4;0.0;100;100.0
3813;77.8;86.1;0.0;58;100.0
3814;76.9;89.4;0.0;70;100.0
3815;78.1;89.4;0.0;82;0.0
3816;78.7;80.4;0.0;66;100.0
3817;76.8;76.4;0.0;84;100.0
3818;77.7;75.4;0.0;42;0.0
3819;80.2;74.4;0.0;90;100.0
3820;77.8;73.5;0.0;88;100.0
3821;78.4;77.9;0.0;44;100.0
3822;84.1;91.5;0.0;82;100.0
3823;83.8;104.1;0.0;88;100.0
3824;84.9;96.8;0.0;66;100.0
3825;87.8;95.7;0.0;78;200.0
3826;84.9;113.7;0.0;100;100.0
3827;80.9;121.7;0.0;62;100.0
3828;85.5;99.9;0.0;74;100.0
3829;83.8;106.8;0.0;72;100.0
3830;84.1;116.8;0.0;102;100.0
3831;85.1;87.9;0.0;46;100.0
3832;84.0;100.8;0.0;100;100.0
3833;78.2;103.6;0.0;104;100.0
3834;76.3;117.4;0.0;44;100.0
3835;77.8;107.6;0.0;76;100.0
3836;77.5;95.6;0.0;90;100.0
3837;76.4;84.0;0.0;42;100.0
3838;78.9;88.3;0.0;64;100.0
3839;78.1;101.6;0.0;70;0.0
3840;76.1;90.0;0.0;66;100.0
3841;80.9;98.8;0.0;92;100.0
3842;84.6;103.3;0.0;34;0.0
3843;84.7;124.1;0.0;82;100.0
3844;88.6;167.9;0.0;98;100.0
3845;97.3;193.6;0.0;72;100.0
3846;128.0;222.4;0.0;74;100.0
3847;171.5;259.6;0.0;86;300.0
3848;188.6;319.3;0.0;94;100.0
3849;186.1;330.0;0.0;148;200.0
3850;190.3;329.6;0.0;148;300.0
3851;190.2;316.6;0.0;64;200.0
3852;192.5;261.4;0.0;132;200.0
3853;193.5;297.0;0.0;134;200.0
3854;190.8;323.2;0.0;118;200.0
3855;176.8;324.1;0.0;120;200.0
3856;175.2;338.5;0.0;136;200.0
3857;157.9;305.9;0.0;130;200.0
3858;136.3;254.0;0.0;50;100.0
3859;124.6;242.0;0.0;70;100.0
3860;112.4;182.0;0.0;82;100.0
3861;112.8;148.3;0.0;56;100.0
3862;103.9;111.9;0.0;90;0.0
3863;74.6;102.2;0.0;46;100.0
3864;73.7;95.6;0.0;78;0.0
3865;85.8;99.4;0.0;80;100.0
3866;90.6;94.6;0.0;38;100.0
3867;89.1;103.9;0.0;60;0.0
3868;84.6;103.2;0.0;76;100.0
3869;85.6;138.2;0.0;40;100.0
3870;124.4;164.9;0.0;84;200.0
3871;171.4;272.5;0.0;96;200.0
3872;184.7;339.6;0.0;122;300.0
3873;185.3;370.0;0.0;138;200.0
3874;187.3;356.0;0.0;114;200.0
3875;183.8;348.2;0.0;90;200.0
3876;183.6;323.0;0.0;136;200.0
3877;183.3;340.4;0.0;94;100.0
3878;186.5;345.3;0.0;118;200.0
3879;174.9;350.7;0.0;154;100.0
3880;173.9;342.1;0.0;146;200.0
3881;154.7;305.8;0.0;108;100.0
3882;133.7;248.5;0.0;54;100.0
3883;120.4;209.5;0.0;72;100.0
3884;109.1;171.6;0.0;42;100.0
3885;110.2;136.5;0.0;82;100.0
3886;91.9;100.3;0.0;80;0.0
3887;80.3;94.7;0.0;44;100.0
3888;88.5;98.7;0.0;62;100.0
3889;87.6;99.8;0.0;54;100.0
3890;86.4;103.2;0.0;52;100.0
3891;90.3;110.2;0.0;78;100.0
3892;83.0;105.7;0.0;58;100.0
3893;85.8;140.7;0.0;64;100.0
3894;123.4;192.0;0.0;82;100.0
3895;182.0;282.1;0.0;108;300.0
3896;206.8;366.1;0.0;42;300.0
3897;213.1;392.7;0.0;88;200.0
3898;209.4;366.8;0.0;80;300.0
3899;205.5;365.6;0.0;106;300.0
3900;207.1;347.0;0.0;144;200.0
3901;208.2;316.2;0.0;138;300.0
3902;205.5;319.2;0.0;92;300.0
3903;191.8;321.4;0.0;122;200.0
3904;177.9;313.4;0.0;144;200.0
3905;164.6;289.2;0.0;126;200.0
3906;149.5;249.9;0.0;122;100.0
3907;135.7;206.7;0.0;50;100.0
3908;116.1;162.8;0.0;64;100.0
3909;90.9;135.2;0.0;62;100.0
3910;86.4;126.0;0.0;84;100.0
3911;79.9;100.0;0.0;86;100.0
3912;78.3;90.4;0.0;46;0.0
3913;79.9;94.4;0.0;60;100.0
3914;76.7;100.1;0.0;72;100.0
3915;77.3;102.3;0.0;48;100.0
3916;80.7;90.2;0.0;66;100.0
3917;90.6;120.6;0.0;48;100.0
3918;126.1;169.0;0.0;74;200.0
3919;179.1;252.8;0.0;76;300.0
3920;198.4;323.9;0.0;96;200.0
3921;198.8;322.6;0.0;118;300.0
3922;200.6;377.7;0.0;82;300.0
3923;202.3;344.7;0.0;108;300.0
3924;201.6;276.9;0.0;86;300.0
3925;201.3;285.4;0.0;132;200.0
3926;196.4;294.1;0.0;148;300.0
3927;186.7;292.3;0.0;160;200.0
3928;191.4;296.1;0.0;152;200.0
3929;161.5;266.9;0.0;120;200.0
3930;127.0;241.5;0.0;50;100.0
3931;117.6;206.8;0.0;64;200.0
3932;99.3;159.3;0.0;54;100.0
3933;79.2;136.7;0.0;68;100.0
3934;76.3;100.6;0.0;76;100.0
3935;72.5;96.4;0.0;88;100.0
3936;71.0;79.9;0.0;42;100.0
3937;71.9;80.0;0.0;70;100.0
3938;72.0;86.4;0.0;68;100.0
3939;70.1;92.0;0.0;54;100.0
3940;72.8;96.6;0.0;60;100.0
3941;93.4;106.9;0.0;48;100.0
3942;127.8;182.5;0.0;90;300.0
3943;157.6;244.6;0.0;66;100.0
3944;199.9;350.2;0.0;74;300.0
3945;201.6;390.8;0.0;76;400.0
3946;197.5;388.3;0.0;98;300.0
3947;199.0;374.7;0.0;112;300.0
3948;193.5;368.0;0.0;136;400.0
3949;193.5;375.6;0.0;134;400.0
3950;191.2;364.1;0.0;72;300.0
3951;185.1;354.7;0.0;128;300.0
3952;181.8;351.0;0.0;132;200.0
3953;153.9;302.6;0.0;122;200.0
